Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-12 0:00:00,Capcor Strategies,,,,1345 S Capitol St SW,Washington,DC,20003,,19541,3,Door to door canvassing,Support Randy Pinocci,PM,Door to door,,door to door canvassing,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2424,3,Mail production/postage,Oppose Chisholm Christensen,PM,mail,2092,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2424,3,Mail production/postage,Oppose Chisholm Christensen,PM,mail,2092,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2433,3,Mail production/postage,Oppose Curtis Cochran,PM,Mail,2113,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2385,3,Mail production/postage,Oppose Wayne Rusk,PM,Mail,2004,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2555,3,Mail production/postage,Oppose Ken Walsh,PM,Mail,2394,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2183,3,Mail production/postage,Oppose Russ Nelson,PM,Mail,1537,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2552,3,Mail production/postage,Oppose Brad Barker,PM,Mail,2387,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2626,3,Mail production/postage,Oppose Jason Ellsworth,PM,mail,2557,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2483,3,Mail production/postage,Oppose Susan Geise,PM,mail,2229,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3281,3,Mail production/postage,Oppose Mike Talia,PM,mail,4066,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3315,3,Mail production/postage,Oppose Doug Martens,PM,mail,4144,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2974,3,Mail production/postage,Oppose George Nikolakakos,PM,mail,3360,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-08 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2536,3,Mail production/postage,Oppose John Fitzpatrick,PM,Mail,2352,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-08 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2563,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,2414,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-08 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,1890,3,Door hangers,Oppose George Nikolakakos,PM,door to door,10000,door hangers,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-08 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,1890,3,Door hangers,Support Randy Pinocci,PM,door to door,10000,door hangers,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,2986.55,3,Radio Advertising,Support Jeff Stanek,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,2986.55,3,Radio Advertising,Oppose Curtis Cochran,PM,Radio,,radio advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,3505.95,3,Radio Advertising,Oppose John Fitzpatrick,PM,Radio,,Radio advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,3505.95,3,Radio Advertising,Support Trish Schreiber,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,6566.7,3,Radio Advertising,Oppose Ken Walsh,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,6566.7,3,Radio Advertising,Support Trevor Walker,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,4368.52,3,Radio Advertising,Oppose Brad Barker,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,4368.53,3,Radio Advertising,Support Mary Horman,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,3181.33,3,Radio Advertising,Oppose Stacy Zinn,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,3181.32,3,Radio Advertising,Support Ed Walker,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,3199.88,3,Radio Advertising,Support Linda Harmon,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,3199.87,3,Radio Advertising,Oppose Valerie Moore,PM,Radio,,Radio advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,3626.52,3,Radio Advertising,Oppose Mike Talia,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,3626.53,3,Radio Advertising,Support Steve LaPraim,PM,Radio,,radio advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,1688.05,3,Radio Advertising,Oppose Shelley Vance,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,1688.05,3,Radio Advertising,Support Caleb Hinkle,PM,Radio,,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,3505.95,3,Radio Advertising,Support Barry Usher,PM,Radio,N/a,Radio Advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2337,3,Mail production/postage,Support Mike Vinton,PM,Mail,1893,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2487,3,Mail production/postage,Support Jim Riley,PM,Mail,2468,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2433,3,Mail production/postage,Support Jeff Stanek,PM,mail,2113,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2385,3,Mail production/postage,Support Ken Allen,PM,Mail,2004,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2555,3,Mail production/postage,Support Trevor Funseth,PM,mail,2394,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2183,3,Mail production/postage,Support Jed Hinkle,PM,Mail,1537,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2552,3,Mail production/postage,Support Mary Horman,PM,Mail,2387,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2483,3,Mail production/postage,Support Justin Cleveland,PM,Mail,2229,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3281,3,Mail production/postage,Support Steve LaPraim,PM,Mail,4066,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3315,3,Mail production/postage,Support Greg Kmetz,PM,mail,4144,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2995,3,Mail production/postage,Oppose Shelley Vance,PM,Mail,3407,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2563,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,2414,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2928,3,Mail production/postage,Support Ed Walker,PM,Mail,2200,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3662,3,Mail production/postage,Support Barry Usher,PM,Mail,4944,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2626,3,Mail production/postage,Oppose Jason Ellsworth,PM,mail,2557,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2483,3,Mail production/postage,Oppose Susan Geise,PM,mail,2229,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,3281,3,Mail production/postage,Oppose Mike Talia,PM,mail,4066,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,3315,3,Mail production/postage,Oppose Doug Martens,PM,Mail,4144,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2974,3,Mail production/postage,Oppose George Nikolakakos,PM,Mail,3360,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2483,3,Mail production/postage,Support Nelly Nicol,PM,Mail,2230,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2260,3,Mail production/postage,Support Charlie Loveridge,PM,Mail,1716,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3662,3,Mail production/postage,Support Barry Usher,PM,Mail,4944,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2995,3,Mail production/postage,Oppose Shelley Vance,PM,Mail,3407,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2536,3,Mail production/postage,Oppose John Fitzpatrick,PM,Mail,2352,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3662,3,Mail production/postage,Support Barry Usher,PM,Mail,4944,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2433,3,Mail production/postage,Oppose Curtis Cochran,PM,mail,2113,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2385,3,Mail production/postage,Oppose Wayne Rusk,PM,Mail,2004,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2555,3,Mail production/postage,Oppose Ken Walsh,PM,mail,2394,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2183,3,Mail production/postage,Oppose Russ Nelson,PM,mail,1537,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2552,3,Mail production/postage,Oppose Brad Barker,PM,Mail,2387,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-28 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2536,3,Mail production/postage,Oppose John Fitzpatrick,PM,Mail,2352,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-28 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2424,3,Mail production/postage,Oppose Chrisholm Christensen,PM,mail,2092,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,2500,3,Digital Advertising,Oppose John Fitzpatrick,PM,Google,,Digital advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,4000,3,Digital Advertising,Oppose Ken Walsh,PM,Google,,digital advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,4806.42,3,Digital Advertising,Oppose Brad Barker,PM,Google,,digital advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,543.87,3,Digital Advertising,Oppose George Nikolakakos,PM,Google,,digital advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2310,3,Mail production/postage,Support Trevor Funseth,PM,Mail,2566,mail production/postage,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,5000,3,Online Advertising,Oppose Curtis Cochran,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,1525,3,Online Advertising,Support Ken Allen,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,3400,3,Online Advertising,Oppose John Fitzpatrick,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,1000,3,Online Advertising,Oppose Ken Walsh,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,228,3,Online Advertising,Support Jed Hinkle,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,1900,3,Online Advertising,Oppose Brad Barker,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,13450,3,Online Advertising,Support Ed Walker,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,7500,3,Online Advertising,Oppose Valerie Moore,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,400,3,Online Advertising,Support Trevor Funseth,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,4500,3,Online Advertising,Oppose Susan Geise,PM,google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,10950,3,Online Advertising,Support Steve LaPraim,PM,google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,8310,3,Online Advertising,Oppose Shelley Vance,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,10900,3,Online Advertising,Support Caleb Hinkle,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,10550,3,Online Advertising,Support Barry Usher,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,5150,3,Online Advertising,Support Greg Kmetz,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,8507,3,Online Advertising,Oppose George Nikolakakos,PM,Google,,online advertising,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,15,3,Data,Oppose Curtis Cochran,PM,,,Data,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,15,3,Data,Support Ken Allen,PM,,,Data,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,25,3,Data,Oppose John Fitzpatrick,PM,,,data,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,25,3,Data,Oppose Ken Walsh,PM,,,Data,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,15,3,Data,Support Jed Hinkle,PM,,,data,N,,,,,,,,,
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,25,3,Data,Oppose Brad Barker,PM,,,data,N,,,,,,,,,
